ResponseId,EdLevelNum,BinnedSalary_$1K,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp
37805,5 Masterï¿½ï,275,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;School (i.e., University, College, etc);On the job training",,,30,22,Data scientist or machine learning specialist,"1,000 to 4,999 employees",I have some influence,Start a free trial;Ask developers I know/work with,United States of America,"USD	United States dollar",275000,Yearly,Java;Python;Scala,Scala,,,AWS;Google Cloud;Microsoft Azure,Google Cloud,,,Apache Spark;Keras;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Apache Spark;Pandas,,,IntelliJ,IntelliJ,Linux-based,Linux-based;macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence,,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Slack,Very unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,22
37807,4 Bachelorï¿½ï,110,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Friend or family member;School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)",,,10,4,"Developer, back-end","1,000 to 4,999 employees",I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",110000,Yearly,Java;Rust,Java;Rust,Redis,Redis,,,,,,,,,Eclipse;Visual Studio Code,Eclipse;IntelliJ;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Cisco Webex Teams;Microsoft Teams,Cisco Webex Teams;Microsoft Teams,Indifferent,Stack Overflow,Less than once per month or monthly,Not sure/can't remember,,"No, not really",25-34 years old,"Non-binary, genderqueer, or gender non-conforming",No,Bisexual,White;North American,None of the above,None of the above,Yes,Independent contributor,4
37813,5 Masterï¿½ï,100,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;School (i.e., University, College, etc);On the job training",,,14,10,"Developer, full-stack;Other (please specify):","1,000 to 4,999 employees",I have some influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",100000,Yearly,C#;HTML/CSS;JavaScript;SQL,C#;F#;HTML/CSS;Swift,Microsoft SQL Server,Microsoft SQL Server;Redis,Microsoft Azure,AWS;Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery,ASP.NET;ASP.NET Core ;Blazor;jQuery,.NET,.NET,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code;Xcode,Windows,macOS,Git,Command-line,,,Asana,,Cisco Webex Teams;Microsoft Teams;Zoom,Microsoft Teams;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,10
37818,4 Bachelorï¿½ï,155,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial;Coding sessions (live or recorded)",,14,7,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Educator;DevOps specialist;Developer, embedded applications or devices;Designer","10,000 or more employees",I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",155000,Yearly,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;SQL,Bash/Shell;Dart;Go;HTML/CSS;JavaScript;Python;Rust;SQL,MySQL;Oracle;PostgreSQL;SQLite,DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,Microsoft Azure,DigitalOcean;Heroku;Microsoft Azure,Django;Express;FastAPI;Flask;Node.js;Vue.js,Express;FastAPI;Fastify;Node.js;Vue.js,,,Docker;npm;Terraform,Kubernetes;npm;Terraform,Visual Studio Code,Atom;Vim;Visual Studio Code,Linux-based;Windows,Linux-based;macOS,Git,Command-line,,,Stack Overflow for Teams,Stack Overflow for Teams,Cisco Webex Teams;Microsoft Teams;Zoom,Microsoft Teams;Slack,Indifferent,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,Independent contributor,7
37821,4 Bachelorï¿½ï,154,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I donï¿½ï¿½ï¿½t code outside o,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Video-based Online Courses;How-to videos;Interactive tutorial,Pluralsight,25,23,"Developer, back-end;Developer, desktop or enterprise applications;Engineering manager",500 to 999 employees,I have little or no influence,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,United States of America,"USD	United States dollar",12916,Monthly,C#;Delphi;SQL,,Microsoft SQL Server,,,,,,.NET,,,,"RAD Studio (Delphi, C++ Builder);Visual Studio",,,Windows,Git,Code editor;Version control hosting service web GUI,,,Confluence;Jira Work Management,,Microsoft Teams,,Indifferent,Stack Overflow,A few times per month or weekly,No,,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",No,,
37822,4 Bachelorï¿½ï,154,I am a developer by profession,"Employed, full-time",Fully remote,I donï¿½ï¿½ï¿½t code outside o,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;School (i.e., University, College, etc);On the job training;Colleague",,,19,15,"Developer, full-stack;Developer, back-end;DevOps specialist;Project manager;Cloud infrastructure engineer;Security professional","10,000 or more employees",I have some influence,Ask developers I know/work with,United States of America,"USD	United States dollar",154000,Yearly,Bash/Shell;Go;Groovy;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell;Elixir;Erlang;Go;Java;Kotlin;Ruby;SQL;TypeScript,MongoDB;PostgreSQL;Redis,Cassandra;DynamoDB;PostgreSQL;Redis,AWS;Google Cloud;VMware,AWS;Google Cloud;VMware,Express;Node.js,Node.js;Phoenix;Ruby on Rails,Apache Kafka;Spring,Apache Kafka;Spring,Ansible;Docker;Kubernetes;npm;Terraform,Ansible;Docker;Kubernetes;Terraform,IntelliJ;Sublime Text;Vim;Visual Studio Code,IntelliJ;Sublime Text;Visual Studio Code,Linux-based;Windows,Linux-based;macOS;Windows,Git;Mercurial,Command-line,,,Confluence;Jira Work Management,,Cisco Webex Teams;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Favorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,15
37824,4 Bachelorï¿½ï,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;How-to videos,,16,12,"Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Ask developers I know/work with,United States of America,"USD	United States dollar",120000,Yearly,C#;Java;Kotlin;TypeScript,C#;Java;Kotlin;TypeScript,,,AWS,AWS,Angular;ASP.NET Core ,Angular;ASP.NET Core ,,,Unity 3D,Ansible;Docker;Kubernetes;Unity 3D,IntelliJ;Rider;Visual Studio;Visual Studio Code,IntelliJ;Rider,Windows,Linux-based;Windows,Git,Dedicated version control GUI application,,,Confluence,Confluence,Microsoft Teams;Zoom,Zoom,Very favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,None of the above,None of the above,Yes,People manager,12
37826,3 Associate,130,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Associate degree (A.A., A.S., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Stack Overflow;Online forum,Udemy,40,36,"Developer, back-end","10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",130000,Yearly,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;PHP;SQL,Groovy;Java;JavaScript;Kotlin;PHP;SQL;Swift;TypeScript,IBM DB2;MariaDB;MySQL;PostgreSQL,MariaDB;MySQL;PostgreSQL,AWS,AWS,jQuery,jQuery;Node.js;React.js;Vue.js,Spring,React Native;Spring,Ansible,Ansible;Docker,Eclipse;Vim,Android Studio;Eclipse;IntelliJ;Vim;Xcode,Linux-based;Other (please specify):,Linux-based;macOS;Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Mattermost;Zoom,Mattermost;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,40
37828,4 Bachelorï¿½ï,70,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Freelance/contract work,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;Interactive tutorial,,8,Less than 1 year,"Developer, embedded applications or devices",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,United States of America,"USD	United States dollar",70000,Yearly,C#;Java;JavaScript;PowerShell;SQL;TypeScript,C++;Go;JavaScript;Solidity;Swift;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,MongoDB;PostgreSQL;Redis,DigitalOcean;Google Cloud,AWS;DigitalOcean;Google Cloud;Microsoft Azure,Express;Node.js,Angular.js;Node.js;React.js;Vue.js,.NET,.NET;Electron;Qt,npm,Docker;Kubernetes;npm;Yarn,CLion;IntelliJ;Nano;Notepad++;Visual Studio;Visual Studio Code,Android Studio;GoLand;Nano;Rider;Visual Studio;Visual Studio Code;Xcode,Windows;Windows Subsystem for Linux (WSL),Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,,,Microsoft Teams;Slack;Zoom,Microsoft Teams,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not at all",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,1
37829,5 Masterï¿½ï,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Other (please specify):,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded)",Coursera;Udemy;Codecademy;Udacity,9,8,Academic researcher;Scientist,"1,000 to 4,999 employees",I have some influence,Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",120000,Yearly,C++;Fortran;Python,C++;Julia;Python;Swift,,,,,,,NumPy;Pandas,NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker,,Visual Studio Code,Visual Studio Code,Linux-based;macOS;Windows Subsystem for Linux (WSL),Linux-based;macOS,Git,Command-line;Dedicated version control GUI application,,,,,Microsoft Teams,Slack,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White;North American;Hispanic or Latino/a,None of the above,None of the above,Yes,Independent contributor,10
37830,6 Doctorate,230,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I donï¿½ï¿½ï¿½t code outside o,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp;Colleague",Technical documentation;Blogs;Stack Overflow,Coursera,15,9,"Data scientist or machine learning specialist;Data or business analyst;Scientist;Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,I have a great deal of influence,Ask developers I know/work with,United States of America,"USD	United States dollar",230000,Yearly,Bash/Shell;Python;R;SQL,Bash/Shell;Python;R;SQL,PostgreSQL,PostgreSQL,Google Cloud,Google Cloud,,,NumPy;Pandas;Scikit-learn;Tidyverse,NumPy;Pandas;Scikit-learn;Tidyverse,Docker;Homebrew;Kubernetes,Docker;Homebrew;Kubernetes,IPython/Jupyter;PyCharm,IPython/Jupyter;PyCharm,macOS,macOS,Git,Dedicated version control GUI application,,,Jira Work Management,Jira Work Management,Slack,Slack,Indifferent,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,35-44 years old,Woman,No,Bisexual,White,None of the above,"I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",Yes,People manager,9
37832,5 Masterï¿½ï,45,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification","Technical documentation;Programming Games;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Interactive tutorial",Other,5,3,"Developer, full-stack;Developer, back-end;Developer, game or graphics;Data or business analyst;Designer;System administrator;Security professional","10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",45000,Yearly,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Assembly;Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript,DynamoDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis;SQLite,Cloud Firestore;DynamoDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis;SQLite,AWS;DigitalOcean;Firebase;Heroku;Linode;Oracle Cloud Infrastructure;VMware,AWS;Firebase;Google Cloud;Heroku;Linode;VMware,Django;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;Next.js;Node.js;Nuxt.js;React.js;Svelte;Symfony;Vue.js,Deno;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;Next.js;Node.js;Nuxt.js;React.js;Svelte;Symfony;Vue.js,NumPy;Pandas,NumPy;Pandas;React Native;TensorFlow,Docker;Homebrew;npm;Terraform,Ansible;Docker;Homebrew;Kubernetes;npm;Puppet;Terraform;Unity 3D;Unreal Engine;Yarn,Android Studio;Notepad++;Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Notion,Notion,Microsoft Teams;Slack,Microsoft Teams;Slack,Indifferent,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,8
