,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,year_range_built,year_range_built_numeric,year_range_built3,property_value_$1K,year_range2,year_range2_rev
528499,12229840,,,,2.0,3.0,,7.0,2.0,,,1210.0,1210.0,,,,,6037.0,,2.0,,,,7.0,33942399.0,-118230522.0,3250.0,,,,,,0100,261.0,LAR1,60372430.003002,12447.0,3101.0,118849.0,95983.0,0.0,,,,1.0,,,2005.0,,,40000.0,120000.0,2015.0,80000.0,1675.42,0,,60372430003002.0,2005-2009,4,2003-2006,120.0,2003-2005,3 2003-2005
147869,11200504,1.0,,,4.0,5.0,,4.0,4.0,,,3109.0,3109.0,,,,,6037.0,,4.0,,,,2.0,34558410.0,-118107518.0,10892.0,,,,,,0100,261.0,PDR17000*,60379105.052004,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,2007.0,,,220200.0,274000.0,2015.0,53800.0,5810.48,0,,60379105052004.0,2005-2009,4,2006-2009,274.0,2005-2007,2 2005-2007
371612,17235902,,,,4.5,4.0,,,4.5,,1624.0,3181.0,3181.0,,,1624.0,,6111.0,1.0,4.0,2.0,643.0,,,34299249.0,-118757832.0,5996.0,,,,,,1111,261.0,,61110079.031042,27110.0,2061.0,,97118.0,9.0,,1.0,,,,,2005.0,2.0,,274000.0,783000.0,2015.0,509000.0,8728.72,0,,61110079031042.0,2005-2009,4,2003-2006,783.0,2003-2005,3 2003-2005
307844,14664487,,,,2.5,3.0,,,2.5,,,1848.0,1848.0,,,,,6059.0,,2.0,1.0,0.0,,,33735441.0,-117781260.0,,,,,,,34,266.0,,60590756.074002,27491.0,1286.0,,97018.0,0.0,,1.0,,,,,1999.0,,,231652.0,417918.0,2015.0,186266.0,4805.7,0,,60590756074002.0,1995-1999,2,1997-2000,417.0,1997-1999,6 1997-1999
401064,11321046,1.0,,,3.0,6.0,,4.0,3.0,,,3366.0,3366.0,,,,,6037.0,,3.0,,,,2.0,34650974.0,-118245753.0,7016.0,,,,,,0100,261.0,LCRPD10000,60379012.053,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1999.0,,,262300.0,328000.0,2015.0,65700.0,5228.56,0,,60379012053000.0,1995-1999,2,1997-2000,328.0,1997-1999,6 1997-1999
418146,11135285,1.0,,,3.0,5.0,,4.0,3.0,,,3129.0,3129.0,,,,,6037.0,,3.0,,,,2.0,34394411.0,-118596580.0,8808.0,,,,,,0100,261.0,LCR1,60379203.381001,,3101.0,,96395.0,0.0,,,,1.0,,,2001.0,,,286397.0,477163.0,2015.0,190766.0,8313.84,0,,60379203381001.0,2000-2004,3,2000-2003,477.0,1999-2001,5 1999-2001
560252,14674792,,,,1.5,1.0,,,1.5,,,1007.0,1007.0,,,,,6059.0,,1.0,1.0,0.0,,,33692758.0,-117739982.0,,,,,,,1,266.0,,60590524.184002,52650.0,1286.0,403197.0,96952.0,0.0,,1.0,,,,,2009.0,,,152542.0,363330.0,2015.0,210788.0,6395.98,0,,60590524041052.0,2005-2009,4,2006-2009,363.0,2007-2009,1 2007-2009
342852,17194829,,,,4.5,4.0,,,4.5,,1616.0,3543.0,3543.0,,,1616.0,,6111.0,2.0,4.0,2.0,619.0,,,34178979.0,-118974157.0,15654.0,1.0,,,,1.0,1111,261.0,,61110058.022,34278.0,2061.0,46736.0,96351.0,11.0,,1.0,,,,,2003.0,2.0,,484965.0,908230.0,2015.0,423265.0,9971.26,0,,61110058022000.0,2000-2004,3,2000-2003,908.0,2001-2003,4 2001-2003
76940,12394562,1.0,,,3.0,4.0,,4.0,3.0,,,1466.0,1466.0,,,,,6037.0,,3.0,,,,2.0,33981296.0,-118095478.0,2769.0,,,,,,010D,269.0,PRSF*,60375024.011,26483.0,3101.0,,96197.0,0.0,,,,1.0,,,1998.0,,,94900.0,412000.0,2015.0,317100.0,5566.35,0,,60375024011000.0,1995-1999,2,1997-2000,412.0,1997-1999,6 1997-1999
144427,17153534,,,,4.0,5.0,,,4.0,,1821.0,3691.0,3691.0,,,1821.0,,6111.0,2.0,4.0,2.0,633.0,,,34185967.0,-119229766.0,5100.0,,,,,,1111,261.0,,61110036.093029,13150.0,2061.0,,97106.0,9.0,,,,,,,2005.0,2.0,,693000.0,1383000.0,2015.0,690000.0,23158.88,0,,61110036093029.0,2005-2009,4,2003-2006,1383.0,2003-2005,3 2003-2005
569551,11308002,1.0,,,3.0,5.0,,4.0,3.0,,,3209.0,3209.0,,,,,6037.0,,3.0,,,,2.0,34699076.0,-118186387.0,10024.0,,,,,,0100,261.0,LRR7000*,60379010.043001,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2006.0,,,185609.0,232010.0,2015.0,46401.0,3693.93,0,,60379010043001.0,2005-2009,4,2003-2006,232.0,2005-2007,2 2005-2007
148610,10946829,1.0,,,4.0,4.0,,10.0,4.0,,,3400.0,3400.0,,,,,6037.0,,4.0,,,,2.0,34193769.0,-118298945.0,7523.0,1.0,,,,1.0,0101,261.0,BUR1*,60373102.011,396054.0,3101.0,,96433.0,0.0,,,,1.0,,,2006.0,,,639054.0,1223517.0,2015.0,584463.0,13753.83,0,,60373102011000.0,2005-2009,4,2003-2006,1223.0,2005-2007,2 2005-2007
585325,12230069,,,,2.0,4.0,,4.0,2.0,,,2280.0,2280.0,,,,,6037.0,,2.0,,,,7.0,33940063.0,-118230528.0,3256.0,,,,,,0100,261.0,LAR1,60372430.003007,12447.0,3101.0,118849.0,95983.0,0.0,,,,1.0,,,2006.0,,,160720.0,235722.0,2015.0,75002.0,3204.46,0,,60372430003007.0,2005-2009,4,2003-2006,235.0,2005-2007,2 2005-2007
386637,14669949,,,,2.5,3.0,,,2.5,,,1540.0,1540.0,,,,,6059.0,,2.0,2.0,0.0,,,33873667.0,-117831849.0,,,,,,,34,266.0,,60590218.211008,26531.0,1286.0,,97068.0,0.0,,1.0,,,,,1998.0,,,162040.0,428043.0,2015.0,266003.0,5454.26,0,,60590218211002.0,1995-1999,2,1997-2000,428.0,1997-1999,6 1997-1999
522106,14651864,,,,3.0,3.0,,,3.0,,,1904.0,1904.0,,,,,6059.0,,3.0,2.0,0.0,,,33647707.0,-117777021.0,,,,,,,1,266.0,,60590626.042021,52650.0,1286.0,275111.0,96940.0,0.0,,,,,,,2003.0,,,230744.0,877182.0,2015.0,646438.0,11625.32,0,,60590626042013.0,2000-2004,3,2000-2003,877.0,2001-2003,4 2001-2003
535207,12073812,1.0,,,5.0,3.0,,1.0,5.0,,,3104.0,3104.0,,,,,6037.0,,5.0,,,,2.0,34175187.0,-118222035.0,16901.0,,,,,,010V,260.0,GLR1*,60373008.001002,45457.0,3101.0,275857.0,96327.0,0.0,,,,1.0,,,2008.0,,,480024.0,1200061.0,2015.0,720037.0,13403.45,0,,60373008001002.0,2005-2009,4,2006-2009,1200.0,2007-2009,1 2007-2009
538054,17188518,,,,4.0,4.0,,,4.0,,1560.0,3129.0,3129.0,,,1560.0,,6111.0,1.0,4.0,2.0,644.0,,,34207589.0,-119029057.0,6504.0,,,,,,1111,261.0,,61110056.003029,51239.0,2061.0,,97091.0,10.0,,,,,,,2006.0,2.0,,329393.0,658786.0,2015.0,329393.0,7042.6,0,,61110056003029.0,2005-2009,4,2003-2006,658.0,2005-2007,2 2005-2007
424786,14681710,,,,2.5,3.0,,,2.5,,,1330.0,1330.0,,,,,6059.0,,2.0,2.0,0.0,,,33650519.0,-117772109.0,,,,,,,1,266.0,,60590626.042011,52650.0,1286.0,275111.0,96940.0,0.0,,1.0,,,,,2004.0,,,157117.0,644000.0,2015.0,486883.0,8825.02,0,,60590626042011.0,2000-2004,3,2003-2006,644.0,2003-2005,3 2003-2005
230175,17193084,,,,3.0,5.0,,,3.0,,1413.0,2672.0,2672.0,,,1413.0,,6111.0,1.0,3.0,2.0,639.0,,,34165417.0,-118972879.0,10847.0,1.0,550.0,,,1.0,1111,261.0,,61110058.022017,34278.0,2061.0,46736.0,96351.0,9.0,,,,,120.0,,1998.0,2.0,,340679.0,528526.0,2015.0,187847.0,5990.32,0,,61110058022017.0,1995-1999,2,1997-2000,528.0,1997-1999,6 1997-1999
556256,17132213,,,,2.5,3.0,,,2.5,,1059.0,2291.0,2291.0,,,1059.0,,6111.0,1.0,2.0,2.0,681.0,,,34235082.0,-119013313.0,5937.0,1.0,420.0,,,1.0,1111,261.0,,61110053.031005,51239.0,2061.0,,97091.0,7.0,,1.0,,,,,2002.0,2.0,,329674.0,521850.0,2015.0,192176.0,5578.86,0,,61110053031005.0,2000-2004,3,2000-2003,521.0,2001-2003,4 2001-2003
18426,12918650,1.0,,,2.0,4.0,,7.0,2.0,,,1862.0,1862.0,,,,,6037.0,,2.0,,,,2.0,34101508.0,-117933103.0,6989.0,,,,,,0100,261.0,IRC3,60374046.001017,25271.0,3101.0,,96465.0,0.0,,,,1.0,,,2005.0,,,102100.0,475800.0,2015.0,373700.0,6011.79,0,,60374046001017.0,2005-2009,4,2003-2006,475.0,2003-2005,3 2003-2005
73441,11345651,1.0,,,3.0,4.0,,4.0,3.0,,,2294.0,2294.0,,,,,6037.0,,3.0,,,,2.0,34463728.0,-118511638.0,11019.0,1.0,,,,1.0,0101,261.0,SCUR2,60379200.162014,,3101.0,,96403.0,0.0,,,,1.0,,,1998.0,,,289805.0,393160.0,2015.0,103355.0,6120.39,0,,60379200162014.0,1995-1999,2,1997-2000,393.0,1997-1999,6 1997-1999
223681,11784766,1.0,,,1.0,0.0,,,1.0,,,600.0,600.0,,,,,6037.0,,1.0,,,,2.0,34045800.0,-118261000.0,74818.0,1.0,,,,1.0,010C,266.0,LAC2,60372077.101032,12447.0,3101.0,268118.0,95996.0,0.0,,,,1.0,,,2006.0,,,80549.0,295353.0,2015.0,214804.0,3620.91,0,,60372077101032.0,2005-2009,4,2003-2006,295.0,2005-2007,2 2005-2007
30507,11350296,1.0,,,3.0,4.0,,4.0,3.0,,,3282.0,3282.0,,,,,6037.0,,3.0,,,,2.0,34471259.0,-118645133.0,7548.0,,,,,,0100,261.0,,60379201.191,10734.0,3101.0,,96398.0,0.0,,,,1.0,,,2000.0,,,375400.0,580000.0,2015.0,204600.0,9884.58,0,,60379201191000.0,2000-2004,3,1997-2000,580.0,1999-2001,5 1999-2001
543886,11020402,1.0,,,3.0,4.0,,4.0,3.0,,,1909.0,1909.0,,,,,6037.0,,3.0,,,,2.0,34272675.0,-118436822.0,4752.0,,,,,,0100,261.0,LAR1,60371095.002007,12447.0,3101.0,40215.0,96366.0,0.0,,,,1.0,,,2001.0,,,155240.0,289215.0,2015.0,133975.0,3667.08,1,15.0,60371095002007.0,2000-2004,3,2000-2003,289.0,1999-2001,5 1999-2001
60510,11176396,1.0,,,2.0,4.0,,4.0,2.0,,,1999.0,1999.0,,,,,6037.0,,2.0,,,,2.0,34507501.0,-118634100.0,7682.0,,,,,,0100,261.0,LCA22*,60379201.041036,10734.0,3101.0,,96398.0,0.0,,,,1.0,,,1998.0,,,171264.0,265306.0,2015.0,94042.0,4058.54,0,,60379201041036.0,1995-1999,2,1997-2000,265.0,1997-1999,6 1997-1999
478617,12592507,1.0,,,3.0,3.0,,1.0,3.0,,,1670.0,1670.0,,,,,6037.0,,3.0,,,,2.0,33822524.0,-118302345.0,,,,,,,012C,266.0,LARD2,60372932.022003,12447.0,3101.0,273930.0,96159.0,0.0,,,,1.0,,,2009.0,,,263134.0,477938.0,2015.0,214804.0,6018.28,0,,60372932022003.0,2005-2009,4,2006-2009,477.0,2007-2009,1 2007-2009
248701,10946507,1.0,,,2.0,2.0,,1.0,2.0,,,1290.0,1290.0,,,,,6037.0,,2.0,,,,2.0,34187300.0,-118309000.0,18329.0,,,,,,010C,266.0,BUR4*,60373107.011004,396054.0,3101.0,,96433.0,0.0,,,,1.0,,,2006.0,,,262300.0,327874.0,2015.0,65574.0,3720.08,0,,60373107011004.0,2005-2009,4,2003-2006,327.0,2005-2007,2 2005-2007
106515,14681334,,,,2.5,3.0,,,2.5,,,1473.0,1473.0,,,,,6059.0,,2.0,2.0,0.0,,,33667749.0,-117786299.0,,,,,,,34,266.0,,60590525.173006,52650.0,1286.0,274828.0,96952.0,0.0,,1.0,,,,,1998.0,,,190739.0,376487.0,2015.0,185748.0,5140.88,0,,60590525173006.0,1995-1999,2,1997-2000,376.0,1997-1999,6 1997-1999
591103,17277015,,,,3.0,4.0,,,3.0,,1050.0,2263.0,2263.0,,,1050.0,,6111.0,2.0,3.0,2.0,0.0,,,34175554.0,-118836590.0,,,,,,,1129,266.0,,61110072.021,34278.0,2061.0,,96385.0,8.0,,,,,,,2001.0,2.0,,261811.0,436348.0,2015.0,174537.0,4565.22,0,,61110072021000.0,2000-2004,3,2000-2003,436.0,1999-2001,5 1999-2001
382866,13050065,1.0,,,5.0,6.0,,1.0,5.0,,,4560.0,4560.0,,,,,6037.0,,5.0,,,,2.0,34133815.0,-117760844.0,13106.0,1.0,,,,1.0,0101,261.0,LVPR2D*,60374002.041012,39308.0,3101.0,,96494.0,0.0,,,,1.0,,,1997.0,,,698624.0,904548.0,2015.0,205924.0,11412.15,0,,60374002041012.0,1995-1999,2,1994-1997,904.0,1995-1997,7 1995-1997
603644,14755336,,,,2.5,2.0,,,2.5,,,1289.0,1289.0,,,,,6059.0,,2.0,1.0,0.0,,,33557750.0,-117728415.0,,,,,,,34,266.0,,60590626.393002,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1999.0,,,138360.0,355334.0,2015.0,216974.0,3549.7,0,,60590626393002.0,1995-1999,2,1997-2000,355.0,1997-1999,6 1997-1999
600519,14714890,,,,2.5,3.0,,,2.5,,,1509.0,1509.0,,,,,6059.0,,2.0,2.0,0.0,,,33573638.0,-117730483.0,,,,,,,34,266.0,,60590626.383028,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1999.0,,,183162.0,560989.0,2015.0,377827.0,5728.48,0,,60590626383030.0,1995-1999,2,1997-2000,560.0,1997-1999,6 1997-1999
466973,11505010,,,,5.0,5.0,,4.0,5.0,,,3758.0,3758.0,,,,,6037.0,,5.0,,,,2.0,33895187.0,-118408366.0,5126.0,,,,,,0100,261.0,MNRS,60376203.014011,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,1996.0,,,1003294.0,2842668.0,2015.0,1839374.0,31886.89,0,,60376203014011.0,1995-1999,2,1994-1997,2842.0,1995-1997,7 1995-1997
312768,11570437,1.0,,,2.0,2.0,,1.0,2.0,,,1914.0,1914.0,,,,,6037.0,,2.0,,,,2.0,34050900.0,-118469000.0,7388.0,,,,,,010C,266.0,LAR3,60372643.021002,12447.0,3101.0,113910.0,96030.0,0.0,,,,1.0,,,1998.0,,,326101.0,554371.0,2015.0,228270.0,10038.08,0,,60372643021002.0,1995-1999,2,1997-2000,554.0,1997-1999,6 1997-1999
557048,14031070,,,,3.5,5.0,,,3.5,,,3909.0,3909.0,,,,,6059.0,,3.0,2.0,703.0,True,,33719896.0,-117966197.0,12661.0,1.0,,,1.0,,1,261.0,,60590992.242021,8384.0,1286.0,,97008.0,0.0,,1.0,,,,,2008.0,,,686342.0,1271038.0,2015.0,584696.0,13941.04,0,,60590992242021.0,2005-2009,4,2006-2009,1271.0,2007-2009,1 2007-2009
525625,11134198,1.0,,,3.0,2.0,,4.0,3.0,,,1450.0,1450.0,,,,,6037.0,,3.0,,,,2.0,34382858.0,-118577036.0,39600.0,,,,,,010C,266.0,LCA25*,60379203.261022,,3101.0,,96395.0,0.0,,,,1.0,,,2005.0,,,174183.0,271520.0,2015.0,97337.0,5247.17,0,,60379203261022.0,2005-2009,4,2003-2006,271.0,2003-2005,3 2003-2005
116127,13955660,,,,2.5,3.0,,,2.5,,,1397.0,1397.0,,,,,6059.0,,2.0,2.0,401.0,,,33773813.0,-117951745.0,2326.0,,,,,,1,261.0,,60590887.022001,24832.0,1286.0,,97050.0,0.0,,1.0,,,,,2001.0,,,149658.0,425877.0,2015.0,276219.0,5358.4,0,,60590887022001.0,2000-2004,3,2000-2003,425.0,1999-2001,5 1999-2001
311028,17062659,,,,2.0,2.0,,,2.0,,1388.0,1388.0,1388.0,,,1388.0,,6111.0,,2.0,2.0,408.0,,,34406779.0,-118927196.0,5734.0,,,,,,1111,261.0,,61110003.042001,18098.0,2061.0,,97094.0,6.0,,,,,,,2001.0,1.0,,113037.0,323581.0,2015.0,210544.0,4631.9,0,,61110003042001.0,2000-2004,3,2000-2003,323.0,1999-2001,5 1999-2001
8447,11491163,1.0,,,2.0,3.0,,4.0,2.0,,,1643.0,1643.0,,,,,6037.0,,2.0,,,,2.0,33871600.0,-118365000.0,7510.0,,,,,,010C,266.0,RBR-3,60376206.012002,33612.0,3101.0,,96124.0,0.0,,,,1.0,,,2000.0,,,226927.0,451347.0,2015.0,224420.0,5773.95,0,,60376206012002.0,2000-2004,3,1997-2000,451.0,1999-2001,5 1999-2001
227406,11148821,1.0,,,2.0,3.0,,4.0,2.0,,,2036.0,2036.0,,,,,6037.0,,2.0,,,,2.0,34425393.0,-118438374.0,8072.0,,,,,,0100,261.0,SCUR1,60379200.391004,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,1996.0,,,227118.0,313570.0,2015.0,86452.0,4430.6,0,,60379200391004.0,1995-1999,2,1994-1997,313.0,1995-1997,7 1995-1997
349577,17188448,,,,5.5,5.0,,,5.5,,1813.0,4094.0,4094.0,,,1813.0,,6111.0,1.0,5.0,2.0,706.0,,,34207987.0,-119025367.0,8360.0,,,,,,1111,261.0,,61110056.003062,51239.0,2061.0,,97091.0,10.0,,1.0,,,,,2006.0,2.0,,315000.0,899000.0,2015.0,584000.0,9614.34,0,,61110056003062.0,2005-2009,4,2003-2006,899.0,2005-2007,2 2005-2007
350829,11445201,,,,3.0,3.0,,4.0,3.0,,,1595.0,1595.0,,,,,6037.0,,3.0,,,,2.0,33866362.0,-118347548.0,3457.0,,,,,,0100,261.0,TORR-LO,60376503.003003,54722.0,3101.0,274750.0,96162.0,0.0,,,,1.0,,,2002.0,,,204538.0,585582.0,2015.0,381044.0,6817.19,0,,60376503003003.0,2000-2004,3,2000-2003,585.0,2001-2003,4 2001-2003
371598,12678491,,,,2.0,2.0,,4.0,2.0,,,910.0,910.0,,,,,6037.0,,2.0,,,,2.0,33834000.0,-118356000.0,84179.0,,,,,,010C,266.0,TOHC-CTR,60376507.012008,54722.0,3101.0,416331.0,96161.0,0.0,,,,1.0,,,2005.0,,,193446.0,357588.0,2015.0,164142.0,4228.8,0,,60376507012008.0,2005-2009,4,2003-2006,357.0,2003-2005,3 2003-2005
478306,11324691,1.0,,,3.0,3.0,,4.0,3.0,,,1780.0,1780.0,,,,,6037.0,,3.0,,,,2.0,34565441.0,-118172696.0,4959.0,,,,,,0100,261.0,PDSP*,60379102.061082,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2005.0,,,141395.0,188526.0,2015.0,47131.0,4426.68,0,,60379102061082.0,2005-2009,4,2003-2006,188.0,2003-2005,3 2003-2005
36910,14464322,,,,2.5,4.0,,,2.5,,,2003.0,2003.0,,,,,6059.0,,2.0,2.0,466.0,,,33561002.0,-117632133.0,2537.0,,,,,,122,261.0,,60590320.57103,52835.0,1286.0,,96998.0,0.0,,1.0,,,,,2001.0,,,181484.0,423722.0,2015.0,242238.0,6895.0,0,,60590320571030.0,2000-2004,3,2000-2003,423.0,1999-2001,5 1999-2001
453396,17200179,,,,2.5,4.0,,,2.5,,803.0,1863.0,1863.0,,,803.0,,6111.0,1.0,2.0,2.0,0.0,,,34275845.0,-118877855.0,,,,,,,1129,266.0,,61110076.121002,25974.0,2061.0,,97097.0,6.0,,1.0,,,,,2009.0,2.0,,232000.0,462000.0,2015.0,230000.0,5167.9,0,,61110076121002.0,2005-2009,4,2006-2009,462.0,2007-2009,1 2007-2009
455363,14429869,,,,5.0,4.0,,,5.0,,,3655.0,3655.0,,,,,6059.0,,4.0,4.0,896.0,,,33479403.0,-117722013.0,9000.0,1.0,,,,1.0,122,261.0,,60590423.233,17686.0,1286.0,,96961.0,0.0,,2.0,,,,,1997.0,,,894774.0,8196885.0,2015.0,7302111.0,84404.16,0,,60590423233000.0,1995-1999,2,1994-1997,8196.0,1995-1997,7 1995-1997
30046,14363361,,,,2.5,4.0,,,2.5,,,1936.0,1936.0,,,,,6059.0,,2.0,2.0,462.0,,,33684375.0,-117659296.0,3800.0,,,,,,122,261.0,,60590524.271001,32380.0,1286.0,,96946.0,0.0,,1.0,,,,,1996.0,,,210240.0,698000.0,2015.0,487760.0,7908.64,0,,60590524271001.0,1995-1999,2,1994-1997,698.0,1995-1997,7 1995-1997
287301,11120197,1.0,,,3.0,2.0,,4.0,3.0,,,1219.0,1219.0,,,,,6037.0,,3.0,,,,2.0,34429852.0,-118539048.0,47117.0,,,,,,010C,266.0,SCUR3,60379201.123008,54311.0,3101.0,6952.0,96377.0,0.0,,,,1.0,,,1998.0,,,228000.0,356000.0,2015.0,128000.0,5811.47,0,,60379201123008.0,1995-1999,2,1997-2000,356.0,1997-1999,6 1997-1999
618217,11844998,1.0,,,3.0,4.0,,4.0,3.0,,,2288.0,2288.0,,,,,6037.0,,3.0,,,,2.0,34055800.0,-118113000.0,,,,,,,010C,266.0,MPR3*,60374822.022003,6021.0,3101.0,,96497.0,0.0,,,,1.0,,,2008.0,,,286104.0,662986.0,2015.0,376882.0,8674.26,0,,60374822022003.0,2005-2009,4,2006-2009,662.0,2007-2009,1 2007-2009
129738,10797255,1.0,,,4.0,4.0,,4.0,4.0,,,3067.0,3067.0,,,,,6037.0,,4.0,,,,2.0,34185012.0,-118566285.0,25990.0,1.0,,,,1.0,0101,261.0,LARA,60371393.011003,12447.0,3101.0,48570.0,96389.0,0.0,,,,1.0,,,1997.0,,,379623.0,985437.0,2015.0,605814.0,12138.93,0,,60371393011003.0,1995-1999,2,1994-1997,985.0,1995-1997,7 1995-1997
251328,10758194,1.0,,,3.0,4.0,,4.0,3.0,,,3096.0,3096.0,,,,,6037.0,,3.0,,,,2.0,34164308.0,-118618286.0,7330.0,,,,,,0100,261.0,LAR1,60371374.023001,12447.0,3101.0,48570.0,96387.0,0.0,,,,1.0,,,2002.0,,,348119.0,790484.0,2015.0,442365.0,9902.95,0,,60371374023001.0,2000-2004,3,2000-2003,790.0,2001-2003,4 2001-2003
75518,11116737,1.0,,,3.0,3.0,,4.0,3.0,,,1390.0,1390.0,,,,,6037.0,,3.0,,,,2.0,34461608.0,-118555653.0,730555.0,1.0,,,,1.0,012C,266.0,LCA25*,60379201.081,,3101.0,,96377.0,0.0,,,,1.0,,,2007.0,,,201367.0,329393.0,2015.0,128026.0,7104.33,0,,60379201081000.0,2005-2009,4,2006-2009,329.0,2005-2007,2 2005-2007
366740,12312419,1.0,,,2.0,3.0,,7.0,2.0,,,1616.0,1616.0,,,,,6037.0,,2.0,,,,2.0,33940563.0,-118190364.0,5009.0,,,,,,0100,261.0,,60375359.021003,47762.0,3101.0,,96125.0,0.0,,,,1.0,,,2001.0,,,200597.0,287102.0,2015.0,86505.0,3871.2,0,,60375359021003.0,2000-2004,3,2000-2003,287.0,1999-2001,5 1999-2001
109139,14393027,,,,2.5,4.0,,,2.5,,,2272.0,2272.0,,,,,6059.0,,2.0,1.0,365.0,,,33559092.0,-117731387.0,3150.0,,,,,,122,261.0,,60590626.393002,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1997.0,,,197623.0,511406.0,2015.0,313783.0,5209.48,0,,60590626393002.0,1995-1999,2,1994-1997,511.0,1995-1997,7 1995-1997
339093,14477535,,,,5.0,4.0,,,5.0,,,3448.0,3448.0,,,,,6059.0,,5.0,2.0,593.0,,,33634822.0,-117627688.0,7500.0,,,,,,122,261.0,,60590320.342013,12773.0,1286.0,,96996.0,0.0,,,,,,,1996.0,,,485278.0,883972.0,2015.0,398694.0,8613.02,0,,60590320342013.0,1995-1999,2,1994-1997,883.0,1995-1997,7 1995-1997
43160,11120968,1.0,,,4.0,3.0,,4.0,4.0,,,2977.0,2977.0,,,,,6037.0,,4.0,,,,2.0,34427598.0,-118552260.0,4111.0,,,,,,0100,261.0,SCSP,60379201.152014,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,2000.0,,,408279.0,755795.0,2015.0,347516.0,10079.81,0,,60379201152014.0,2000-2004,3,1997-2000,755.0,1999-2001,5 1999-2001
556187,10790096,1.0,,,3.0,4.0,,4.0,3.0,,,2254.0,2254.0,,,,,6037.0,,3.0,,,,2.0,34198149.0,-118590974.0,6646.0,,,,,,0100,261.0,LAR1,60371340.012002,12447.0,3101.0,30731.0,96338.0,0.0,,,,1.0,,,2001.0,,,275888.0,458213.0,2015.0,182325.0,5717.09,0,,60371340012002.0,2000-2004,3,2000-2003,458.0,1999-2001,5 1999-2001
556948,11538431,1.0,,,3.0,2.0,,10.0,3.0,,,1560.0,1560.0,,,,,6037.0,,3.0,,,,2.0,33984600.0,-118445000.0,31636.0,1.0,,,,1.0,01HC,266.0,LAC4(OX),60372741.001015,12447.0,3101.0,21056.0,96128.0,0.0,,,,1.0,,,2006.0,,,373000.0,935000.0,2015.0,562000.0,12477.15,0,,60372741001015.0,2005-2009,4,2003-2006,935.0,2005-2007,2 2005-2007
307363,14391017,,,,2.5,4.0,,,2.5,,,1933.0,1933.0,,,,,6059.0,,2.0,1.0,386.0,,,33576423.0,-117730299.0,3141.0,,,,,,122,261.0,,60590626.383028,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1999.0,,,255954.0,579974.0,2015.0,324020.0,5908.9,0,,60590626383028.0,1995-1999,2,1997-2000,579.0,1997-1999,6 1997-1999
519117,14293201,,,,2.5,3.0,,,2.5,,,1760.0,1760.0,,,,,6059.0,,2.0,2.0,466.0,,,33653418.0,-117900650.0,4230.0,,,,,,1,261.0,,60590632.011008,38032.0,1286.0,,96959.0,0.0,,1.0,,,,,2005.0,,,341515.0,969000.0,2015.0,627485.0,10904.14,0,,60590632011008.0,2005-2009,4,2003-2006,969.0,2003-2005,3 2003-2005
228237,12958702,1.0,,,3.0,3.0,,4.0,3.0,,,1732.0,1732.0,,,,,6037.0,,3.0,,,,2.0,34149703.0,-118018791.0,2227.0,,,,,,010D,269.0,MORH*,60374310.014004,32923.0,3101.0,,96273.0,0.0,,,,1.0,,,2000.0,,,213136.0,354180.0,2015.0,141044.0,4874.11,0,,60374310014004.0,2000-2004,3,1997-2000,354.0,1999-2001,5 1999-2001
172920,11307609,1.0,,,3.0,4.0,,4.0,3.0,,,2756.0,2756.0,,,,,6037.0,,3.0,,,,2.0,34676733.0,-118214564.0,6779.0,,,,,,0100,261.0,LCA22*,60379010.043107,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2005.0,,,167215.0,209018.0,2015.0,41803.0,3497.35,0,,60379010043107.0,2005-2009,4,2003-2006,209.0,2003-2005,3 2003-2005
