ResponseId,Education,Education (reversed),Salary,MainBranch,Employment,RemoteWork,CodingActivities,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,DevType,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,YearsCodePro,YearsCode
10364,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, back-end","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
10369,4 Bachelor's,2 Bachelor's,175,I am a developer by profession,"Employed, full-time",Full in-person,Other (please specify):,Books / Physical media,Technical documentation,,"Developer, full-stack",20 to 99 employees,United States of America,45-54 years old,Man,No,Bisexual,White,20-25,35-40
10376,4 Bachelor's,2 Bachelor's,100,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,On the job training,,,"Developer, front-end",10 to 19 employees,United States of America,35-44 years old,Man,No,,White,15-20,15-20
10383,4 Bachelor's,2 Bachelor's,232,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, mobile","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,0-5
10392,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Pluralsight,"Developer, front-end","1,000 to 4,999 employees",United States of America,45-54 years old,Man,No,Prefer not to say,White,25-30,25-30
10398,4 Bachelor's,2 Bachelor's,180,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
10400,4 Bachelor's,2 Bachelor's,450,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","Just me - I am a freelancer, sole proprietor, etc.",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,25-30
10414,4 Bachelor's,2 Bachelor's,93,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Friend or family member,,,"Developer, front-end",20 to 99 employees,United States of America,35-44 years old,Man,No,Gay or Lesbian,White,0-5,0-5
10418,4 Bachelor's,2 Bachelor's,220,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack","10,000 or more employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,35-40,40-45
10432,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Friend or family member,Technical documentation,,"Developer, front-end","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a;Biracial,10-May,15-Oct
10435,4 Bachelor's,2 Bachelor's,52,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, back-end",2 to 9 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,European,10-May,15-Oct
10441,4 Bachelor's,2 Bachelor's,170,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
10443,5 Master's,1 Master's,72,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
10455,4 Bachelor's,2 Bachelor's,85,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
10461,4 Bachelor's,2 Bachelor's,275,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,Books / Physical media,Technical documentation,,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;North American,15-20,20-25
10463,5 Master's,1 Master's,205,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,European,10-May,10-May
10466,4 Bachelor's,2 Bachelor's,175,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,Coursera,"Developer, back-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
10468,2 College study,4 College study,134,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Bisexual,White,10-May,10-May
10488,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Other (please specify):,,,"Developer, back-end","1,000 to 4,999 employees",United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
10494,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",100 to 499 employees,United States of America,18-24 years old,Man,,Bisexual,White,0-5,10-May
10501,5 Master's,1 Master's,120,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, part-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,Data scientist or machine learning specialist,2 to 9 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
10512,5 Master's,1 Master's,104,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,,"Developer, full-stack","10,000 or more employees",United States of America,45-54 years old,Man,No,Prefer not to say,I don't know,20-25,30-35
10525,6 Doctorate,0 Doctorate,120,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,Academic researcher,"10,000 or more employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,25-30,35-40
10528,4 Bachelor's,2 Bachelor's,110,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,Woman,No,Bisexual,White,10-May,15-Oct
10531,2 College study,4 College study,200,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Pluralsight,Engineering manager,"5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;North American,20-25,25-30
10545,4 Bachelor's,2 Bachelor's,46,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, front-end",2 to 9 employees,United States of America,25-34 years old,Woman,No,Straight / Heterosexual,White,10-May,10-May
10546,6 Doctorate,0 Doctorate,140,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,Pluralsight,"Developer, front-end","1,000 to 4,999 employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
10551,4 Bachelor's,2 Bachelor's,156,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,,,"Developer, back-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual;Prefer to self-describe:,"White;Or, in your own words:;European",15-20,20-25
10552,5 Master's,1 Master's,125,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Other,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,North African,10-May,15-Oct
10556,5 Master's,1 Master's,185,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, front-end","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a,10-May,10-May
10561,4 Bachelor's,2 Bachelor's,97,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Codecademy,"Developer, front-end",20 to 99 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",0-5,10-May
10569,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
10571,5 Master's,1 Master's,165,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
10575,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,Engineering manager,2 to 9 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Ethnoreligious group,10-May,10-May
10578,4 Bachelor's,2 Bachelor's,109,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Friend or family member,Blogs,,"Developer, front-end","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Bisexual;Straight / Heterosexual,White,15-20,20-25
10583,4 Bachelor's,2 Bachelor's,185,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Pluralsight,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
10589,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Engineer, data","10,000 or more employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White;North American,30-35,35-40
10593,5 Master's,1 Master's,200,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Blogs,,Data scientist or machine learning specialist,"1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Asian;Multiracial,10-May,10-May
10600,4 Bachelor's,2 Bachelor's,135,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,DevOps specialist,100 to 499 employees,United States of America,25-34 years old,Man,No,Prefer not to say,White;North American,10-May,15-Oct
